draw,target_balanced_median_delta_nap
1008,-0.0007811260404980008
1009,-0.0022749493431568004
1010,-0.015209334460006099
1011,0.0
1012,-0.0014266603718936502
1013,-0.0117958977297377
1014,-0.009751934594417727
1015,-0.011042680933877651
1016,0.01062341664660222
1017,-0.007639842144780201
1018,-0.0004944960440316504
1019,0.0
1020,-0.003479474173750274
1021,-0.011746129728066929
1022,-0.00525375566921977
1023,-0.004425805635799834
1024,-2.597124253694849e-05
1025,-0.0060705197910598495
1026,-0.014802167578612106
1027,-0.0018502168395434992
1028,-0.0073623266134802915
1029,0.0015156590135449268
1030,0.0
1031,-0.011078403117256401
1032,-0.01971964188984188
1033,-0.0019546512957747523
1034,-0.003239968288905623
1035,-0.00915680194439098
1036,0.0
1037,0.0
1038,-0.004917904627525669
1039,0.00021168083635035063
1040,0.0
1041,0.0
1042,-0.0023720047103333985
1043,-0.00475222525843755
1044,-0.0054219644362188
1045,-0.004465926623385573
1046,-0.008624030231888874
1047,-0.0017756244429684512
1048,-0.0039541285530773
1049,-0.01998734005719308
1050,-0.00960949634841455
1051,-0.01236610449570822
1052,-0.004202194397737575
1053,0.018817986278119175
1054,-0.0047591961957435995
1055,-0.0047013020135388515
1056,-0.0007811260404980008
1057,-0.0024543979611031746
1058,-0.00375
1059,-0.005784136868079499
1060,-0.01338570184617245
1061,0.0
1062,0.0002310723463932996
1063,-0.005075970416993449
1064,-0.001665380658436199
1065,-0.013380683880133724
1066,-0.001985450788020378
1067,-0.00389731121281465
1068,0.0
1069,0.0
1070,-0.0010051681223509999
1071,-0.01165315567301532
1072,-0.004552978068929075
1073,-0.0004353047473756996
1074,-0.0015466116160639757
1075,-0.0027020203881449253
1076,-0.0021338505948872485
1077,-0.0011494273281613628
1078,-0.006846249472988411
1079,-0.006384927688952951
1080,-0.009682452199324124
1081,-0.006146415351532928
1082,-0.013649570450338898
1083,-0.0035314713031853024
1084,-0.009123283090019876
1085,-0.0036690548489917716
1086,-0.0004684699364510495
1087,-0.0009207359765035002
1088,-0.015438111803526926
1089,-0.0032515547100898717
1090,-0.007676818478691675
1091,-0.004183360070912403
1092,-0.0602076831478199
1093,-0.011415165931012612
1094,-0.005307385725013228
1095,0.0
1096,-0.0027092158291551014
1097,-0.0021568526898062754
1098,0.0
1099,-0.00917368333982798
1100,-0.0015042662894721721
1101,-0.0009984882022578238
1102,-0.007547966515613172
1103,-0.006149881617315504
1104,-0.023329642488590725
1105,-0.0014084429234684278
1106,-0.0025429659886897008
1107,-0.0039653396739355515
1108,0.0
1109,-0.0016750833366319974
1110,-0.0021633543784946446
1111,-0.0003015836989487985
1112,-2.674404597943769e-05
1113,-0.0013656359347035
1114,-0.005187555915709815
1115,-0.0078048314903344535
1116,-0.013082234289436251
1117,-0.0014343229719822777
1118,-0.0032571004381660293
1119,-0.001877508666301748
1120,-0.004294824291529402
1121,-0.002449972590231525
1122,-0.0059897020174091275
1123,-0.008777555111054977
1124,-0.004066331201718626
1125,-0.003026934729567995
1126,-0.000917300086515875
1127,-0.000148538712390425
1128,-0.0011728078987276983
1129,-0.009478682939216564
1130,-0.0163162419043699
1131,-0.0037055043622499046
1132,-0.0104547152813994
1133,-0.00022122191443522433
1134,-0.004336985048245451
1135,-0.013775951284568318
1136,-0.012003524455742957
1137,-0.009216796504751875
1138,-0.007956029602553524
1139,0.0011716828241669017
1140,0.011113772114369477
1141,-0.0026788851604035773
1142,0.0
1143,-0.005967588499410563
1144,0.0
1145,-0.003846087180175325
1146,-0.019188694186849375
1147,-0.0102212489715441
1148,-0.002289471584563225
1149,-0.0034425594212061004
1150,-0.011072452174882699
1151,-0.0013328476279583692
1152,-0.0016968522657939255
1153,-0.0010951133138515498
1154,-0.007222657485106995
1155,-0.011916627883317868
1156,-0.004780691055200851
1157,-0.0075301504729153495
1158,-0.002623610143284978
1159,-0.00475222525843755
1160,-0.010437365917567417
1161,-0.013024189459634274
1162,-0.009388316155111251
1163,-0.006084709824588403
1164,-0.004479426387694878
1165,-0.0059251088112810485
1166,-0.010635908322176374
1167,0.0
1168,-0.004917904627525669
1169,-0.014977859945627432
1170,-0.0061673932171970244
1171,-0.0037868042355616257
1172,-0.00475222525843755
1173,-0.0008351496458190513
1174,-0.008226014916518353
1175,-0.006684429597565726
1176,-0.005088283955889976
1177,-0.0011649841461360997
